Title,Year,Rating
Licorice Pizza,2021,7.1
Phantom Thread,2017,7.4
Inherent Vice,2014,6.6
The Master,2012,7.1
There Will Be Blood,2007,8.2
Punch-Drunk Love,2002,7.3
Magnolia,1999,8.0
Boogie Nights,1997,7.9
Hard Eight,1996,7.1
