Title,Year,Rating
The Ministry of Ungentlemanly Warfare,2024,6.9
Guy Ritchie's the Covenant,2023,7.5
Operation Fortune: Ruse de Guerre,2023,6.3
Wrath of Man,2021,7.1
The Gentlemen,2019,7.8
Aladdin,2019,6.9
King Arthur: Legend of the Sword,2017,6.7
The Man from U.N.C.L.E.,2015,7.2
Sherlock Holmes: A Game of Shadows,2011,7.4
Sherlock Holmes,2009,7.6
RocknRolla,2008,7.2
Revolver,2005,6.3
Swept Away,2002,3.6
Snatch,2000,8.2
"Lock, Stock and Two Smoking Barrels",1998,8.1
