Title,Year,Rating
Roma,2018,7.7
Gravity,2013,7.7
Children of Men,2006,7.9
Harry Potter and the Prisoner of Azkaban,2004,7.9
And Your Mother Too,2001,7.7
Great Expectations,1998,6.8
A Little Princess,1995,7.6
Love in the Time of Hysteria,1991,6.8
