Title,Year,Rating
The Wonderful Story of Henry Sugar and Three More,2024,7.1
Asteroid City,2023,6.5
The French Dispatch,2021,7.1
Isle of Dogs,2018,7.8
The Grand Budapest Hotel,2014,8.1
Moonrise Kingdom,2012,7.8
Fantastic Mr. Fox,2009,7.9
The Darjeeling Limited,2007,7.2
The Life Aquatic with Steve Zissou,2004,7.2
The Royal Tenenbaums,2001,7.6
Rushmore,1998,7.6
Bottle Rocket,1996,6.9
