Title,Year,Rating
The Voice of the Moon,1990,6.3
Intervista,1987,7.0
Ginger & Fred,1986,7.2
The Ship Sails On,1983,7.5
City of Women,1980,6.9
Orchestra Rehearsal,1978,7.1
Casanova,1976,7.0
Amarcord,1973,7.8
Roma,1972,7.3
The Clowns,1970,7.0
Fellini Satyricon,1969,6.8
Juliet of the Spirits,1965,7.5
8½,1963,8.0
La Dolce Vita,1960,8.0
Nights of Cabiria,1957,8.1
The Swindle,1955,7.5
The Road,1954,8.0
The Bullocks,1953,7.8
The White Sheik,1952,7.2
