Title,Year,Rating
Big Bug,2022,5.5
The Young and Prodigious T.S. Spivet,2013,7.0
Micmacs,2009,7.1
A Very Long Engagement,2004,7.6
Amélie,2001,8.3
Alien: Resurrection,1997,6.2
